Product,Cancel_Qty,Cancel_Orders,Valid_Qty,Cancel_Rate
VINTAGE CHRISTMAS TABLECLOTH,5.0,2.0,393.0,1.2531328320802004
POLKADOT RAIN HAT ,22.0,1.0,1733.0,1.2528473804100226
CHRISTMAS CRAFT LITTLE FRIENDS,44.0,3.0,3468.0,1.2524907486478793
ENVELOPE 50 BLOSSOM IMAGES,12.0,1.0,947.0,1.25
RED DRAGONFLY HELICOPTER,1.0,1.0,78.0,1.25
DANISH ROSE DELUXE COASTER,12.0,1.0,947.0,1.25
NUMBER TILE VINTAGE FONT 4,1.0,1.0,78.0,1.25
ROSE SCENT CANDLE IN JEWELLED BOX,4.0,4.0,316.0,1.2461059190031152
GLAMOROUS  MUG,16.0,2.0,1269.0,1.244167962674961
FRENCH BLUE METAL DOOR SIGN 2,11.0,2.0,874.0,1.2415349887133182
SET OF 3 WOODEN HEART DECORATIONS,47.0,5.0,3747.0,1.238471673254282
PACK OF 12 SPACEBOY TISSUES,37.0,4.0,2957.0,1.2353923205342237
NUMBER TILE VINTAGE FONT 6 ,1.0,1.0,79.0,1.2345679012345678
Next Day Carriage,1.0,1.0,79.0,1.2345679012345678
CARD HOLDER LOVE BIRD SMALL,4.0,2.0,320.0,1.2307692307692308
SET 6 PAPER TABLE LANTERN HEARTS ,28.0,6.0,2265.0,1.2205754141238012
SET/10 BLUE POLKADOT PARTY CANDLES,49.0,3.0,3970.0,1.218905472636816
SET 36 COLOUR PENCILS DOLLY GIRL,16.0,1.0,1296.0,1.2185833968012185
BLUE HAPPY BIRTHDAY BUNTING,24.0,3.0,1950.0,1.2151898734177216
CHILDRENS CUTLERY DOLLY GIRL ,20.0,8.0,1628.0,1.2128562765312312
CHRISTMAS TOILET ROLL,39.0,2.0,3176.0,1.212686567164179
ROUND CONTAINER SET OF 5 RETROSPOT,17.0,3.0,1387.0,1.2099644128113878
FRYING PAN PINK POLKADOT,4.0,1.0,326.0,1.2084592145015105
RED COAT RACK PARIS FASHION,4.0,2.0,327.0,1.2048192771084338
WRAP COWBOYS  ,25.0,1.0,2050.0,1.2042389210019269
SMALL HEART MEASURING SPOONS,29.0,4.0,2385.0,1.2008281573498965
WOODLAND CHARLOTTE BAG,112.0,8.0,9237.0,1.1978609625668448
NOEL GARLAND PAINTED ZINC ,12.0,1.0,993.0,1.1928429423459244
GREEN GOOSE FEATHER TREE 60CM,2.0,1.0,165.0,1.1904761904761905
NATURAL SLATE RECTANGLE CHALKBOARD,35.0,9.0,2911.0,1.187648456057007
6 RIBBONS SHIMMERING PINKS ,12.0,1.0,1001.0,1.183431952662722
HANGING JAM JAR T-LIGHT HOLDER,126.0,10.0,10528.0,1.1825434068512437
SET OF 3 HEART COOKIE CUTTERS,72.0,4.0,6019.0,1.1818778726198294
NUMBER TILE VINTAGE FONT 3,1.0,1.0,83.0,1.1764705882352942
SET OF 3 BUTTERFLY COOKIE CUTTERS,63.0,7.0,5293.0,1.176031360836289
POTTERING MUG,42.0,8.0,3548.0,1.1695906432748537
RIBBON REEL MAKING SNOWMEN ,13.0,2.0,1102.0,1.1648745519713262
IVORY KITCHEN SCALES,21.0,9.0,1783.0,1.1634349030470914
SET OF 4 KNICK KNACK TINS DOILY ,27.0,10.0,2294.0,1.1627906976744187
EDWARDIAN PARASOL NATURAL,45.0,6.0,3826.0,1.162190082644628
LUNCH BAG VINTAGE LEAF DESIGN,73.0,4.0,6225.0,1.1589141133513257
ENGLISH ROSE NOTEBOOK A7 SIZE,32.0,1.0,2729.0,1.1585807385952207
HANGING HEART WITH BELL,48.0,1.0,4113.0,1.1532916866890917
BLUE COAT RACK PARIS FASHION,5.0,4.0,428.0,1.1520737327188941
PACK OF 6 SWEETIE GIFT BOXES,12.0,1.0,1029.0,1.1516314779270633
POPPY FIELDS CHOPPING BOARD,1.0,1.0,85.0,1.1494252873563218
MINI LIGHTS WOODLAND MUSHROOMS,20.0,2.0,1720.0,1.1487650775416427
HOMEMADE JAM SCENTED CANDLES,140.0,8.0,12092.0,1.144445352734407
FRENCH BATHROOM SIGN BLUE METAL,16.0,3.0,1382.0,1.143674052894925
MAN FLU METAL SIGN,13.0,2.0,1129.0,1.1373578302712162
SET/6 FROG PRINCE T-LIGHT CANDLES,5.0,1.0,434.0,1.1363636363636365
PARTY INVITES WOODLAND,12.0,1.0,1049.0,1.1299435028248588
DOCTOR'S BAG SOFT TOY,2.0,2.0,174.0,1.1299435028248588
CAMOUFLAGE LED TORCH,30.0,3.0,2628.0,1.1282437006393382
BLUE POLKADOT CUP,36.0,5.0,3156.0,1.127466332602568
SET OF 60 I LOVE LONDON CAKE CASES ,88.0,4.0,7727.0,1.1258955987717503
RED RETROSPOT PLATE ,35.0,4.0,3074.0,1.1254019292604502
SUNFLOWER DECORATIVE PARASOL,1.0,1.0,87.0,1.1235955056179776
RED RETROSPOT BIG BOWL,2.0,2.0,175.0,1.1235955056179776
PINK HAPPY BIRTHDAY BUNTING,26.0,4.0,2287.0,1.1235955056179776
COFFEE MUG CAT + BIRD DESIGN,24.0,11.0,2118.0,1.1199253383107792
WOODEN CROQUET GARDEN SET,8.0,7.0,709.0,1.1142061281337048
GLASS APOTHECARY BOTTLE ELIXIR,9.0,3.0,800.0,1.1111111111111112
HOT BATHS METAL SIGN,72.0,8.0,6415.0,1.1097410604192355
GIN & TONIC DIET GREETING CARD ,36.0,3.0,3217.0,1.1063306699446833
NATURAL HANGING QUILTED HEARTS ,16.0,3.0,1432.0,1.1042097998619738
CHRISTMAS HANGING STAR WITH BELL,59.0,2.0,5305.0,1.0997204100652378
REX CASH+CARRY JUMBO SHOPPER,21.0,3.0,1893.0,1.0966057441253265
PLASTERS IN TIN CIRCUS PARADE ,66.0,10.0,5952.0,1.0965276624023923
VINTAGE UNION JACK BUNTING,28.0,4.0,2540.0,1.08991825613079
RED RETROSPOT MUG,20.0,11.0,1814.0,1.08991825613079
CERAMIC BOWL WITH STRAWBERRY DESIGN,6.0,5.0,544.0,1.0889292196007259
PURPLE PAPER PARASOL,3.0,2.0,272.0,1.0869565217391304
WRAP GINGHAM ROSE ,25.0,1.0,2276.0,1.0860121633362294
ELEPHANT BIRTHDAY CARD ,12.0,1.0,1092.0,1.085972850678733
RED METAL BOX TOP SECRET,11.0,7.0,1003.0,1.083743842364532
STRAWBERRY CHARLOTTE BAG,75.0,12.0,6847.0,1.0833453705041167
SET OF 5 PANCAKE DAY MAGNETS,25.0,3.0,2283.0,1.0827197921177998
ASSORTED TUTTI FRUTTI BRACELET,24.0,1.0,2197.0,1.08010801080108
PAPER CHAIN KIT RETROSPOT,47.0,4.0,4307.0,1.079219288174512
SET/6 COLLAGE PAPER CUPS,24.0,1.0,2199.0,1.079136690647482
GLASS HEART T-LIGHT HOLDER ,31.0,10.0,2843.0,1.0782608695652174
RED ROCKING HORSE HAND PAINTED,24.0,1.0,2208.0,1.0747872816838333
PACK OF 12 BLUE PAISLEY TISSUES ,24.0,1.0,2223.0,1.0676156583629894
MIDNIGHT GLAMOUR SCARF KNITTING KIT,3.0,1.0,277.0,1.0676156583629894
BUFFALO BILL TREASURE BOOK BOX,20.0,6.0,1855.0,1.0660980810234542
EMBROIDERED RIBBON REEL SUSIE ,6.0,1.0,556.0,1.0657193605683837
SPACEBOY CHILDRENS CUP,21.0,6.0,1952.0,1.0638297872340425
HAND OPEN SHAPE DECO.WHITE,1.0,1.0,92.0,1.0638297872340425
FORKED CACTUS CANDLE,1.0,1.0,92.0,1.0638297872340425
SMALL HANGING IVORY/RED WOOD BIRD,24.0,1.0,2234.0,1.0624169986719787
MISTLETOE HEART WREATH GREEN,9.0,2.0,838.0,1.0613207547169812
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,28.0,2.0,2614.0,1.0594021944759744
VICTORIAN SEWING BOX SMALL ,12.0,7.0,1128.0,1.0517090271691498
CANDY SPOT HAND BAG,2.0,1.0,188.0,1.0471204188481675
FRENCH BLUE METAL DOOR SIGN 1,11.0,2.0,1040.0,1.0456273764258555
DECORATIVE FLORE BATHROOM BOTTLE,3.0,1.0,283.0,1.0452961672473868
PARTY PIZZA DISH RED RETROSPOT,18.0,1.0,1705.0,1.0440835266821344
SET OF 6 RIBBONS VINTAGE CHRISTMAS,30.0,4.0,2843.0,1.0438413361169103
ROUND STORAGE TIN VINTAGE LEAF,9.0,5.0,853.0,1.0428736964078795
RECYCLING BAG RETROSPOT ,64.0,5.0,6088.0,1.040143019665204
CIRCUS PARADE BABY GIFT SET,3.0,2.0,285.0,1.0380622837370241
EMPIRE BIRTHDAY CARD,12.0,1.0,1143.0,1.0380622837370241
LUNCH BAG  BLACK SKULL.,118.0,21.0,11291.0,1.0341805433829974
PAPER BUNTING RETROSPOT,72.0,7.0,6903.0,1.0321100917431194
PINK MONTE CARLO HANDBAG,1.0,1.0,95.0,1.0309278350515463
MISTLETOE HEART WREATH CREAM,6.0,2.0,576.0,1.0291595197255576
WOODEN HEART CHRISTMAS SCANDINAVIAN,101.0,2.0,9784.0,1.021646773214647
GLASS SPHERE CANDLE STAND MEDIUM,1.0,1.0,96.0,1.0204081632653061
12 PENCILS TALL TUBE WOODLAND,19.0,4.0,1851.0,1.015499732763228
ALARM CLOCK BAKELIKE RED ,74.0,30.0,7221.0,1.0142543859649122
FRENCH TOILET SIGN BLUE METAL,13.0,2.0,1274.0,1.0093167701863355
RED RETROSPOT SUGAR JAM BOWL,15.0,11.0,1473.0,1.0073875083948958
SKULLS PARTY BAG + STICKER SET,10.0,3.0,982.0,1.0070493454179255
CHILDRENS APRON SPACEBOY DESIGN,36.0,11.0,3543.0,1.005586592178771
WALL ART STOP FOR TEA ,7.0,1.0,689.0,1.0043041606886656
WOOD STAMP SET THANK YOU,13.0,2.0,1289.0,0.9976976208749041
DOVE DECORATION PAINTED ZINC ,23.0,1.0,2283.0,0.9969657563935848
CERAMIC BOWL WITH LOVE HEART DESIGN,6.0,1.0,595.0,0.9966777408637874
STRAWBERRY   PICNIC BAG,16.0,6.0,1591.0,0.9950248756218906
BELLE JARDINIERE CUSHION COVER,7.0,5.0,696.0,0.9943181818181818
BOX OF VINTAGE ALPHABET BLOCKS,13.0,5.0,1295.0,0.9931245225362872
CHRISTMAS RETROSPOT TREE WOOD,13.0,2.0,1295.0,0.9931245225362872
BLUE VINTAGE SPOT BEAKER,49.0,3.0,4901.0,0.989699050696829
"RECORD FRAME 7"" SINGLE SIZE ",38.0,4.0,3812.0,0.9867566865749156
72 SWEETHEART FAIRY CAKE CASES,130.0,4.0,13070.0,0.9847738807666087
BOX OF 6 CHRISTMAS CAKE DECORATIONS,17.0,3.0,1712.0,0.9826589595375723
MULTI COLOUR SILVER T-LIGHT HOLDER,102.0,18.0,10279.0,0.982469659025236
GREEN METAL SWINGING BUNNY,3.0,1.0,302.0,0.9803921568627451
3 HOOK HANGER MAGIC GARDEN,16.0,8.0,1617.0,0.9791921664626682
RETROSPOT TEA SET CERAMIC 11 PC ,42.0,16.0,4248.0,0.9787928221859705
EMPIRE UNION JACK TV DINNER TRAY,8.0,1.0,811.0,0.975609756097561
SET OF 4 KNICK KNACK TINS LEAVES ,3.0,2.0,304.0,0.974025974025974
MODERN FLORAL STATIONERY SET,12.0,1.0,1219.0,0.974025974025974
36 PENCILS TUBE SKULLS,16.0,1.0,1631.0,0.9708737864077669
VINTAGE SEASIDE JIGSAW PUZZLES,3.0,2.0,305.0,0.9708737864077669
PACK 3 BOXES CHRISTMAS PANNETONE,15.0,2.0,1532.0,0.9689922480620154
CIRCUS PARADE LUNCH BOX ,33.0,5.0,3375.0,0.9680258140217073
MINI JIGSAW SPACEBOY,43.0,1.0,4414.0,0.9645580978017049
FELT EGG COSY BLUE RABBIT ,4.0,1.0,410.0,0.9638554216867471
CREAM SWEETHEART LETTER RACK,2.0,2.0,205.0,0.9615384615384616
DOG BOWL CHASING BALL DESIGN,13.0,2.0,1341.0,0.959409594095941
FELT FARM ANIMAL RABBIT,7.0,2.0,722.0,0.9589041095890412
CERAMIC HEART FAIRY CAKE MONEY BANK,17.0,4.0,1757.0,0.9577464788732395
METAL MERRY CHRISTMAS WREATH,6.0,1.0,622.0,0.9538950715421303
MAKE YOUR OWN MONSOON CARD KIT,8.0,2.0,833.0,0.9501187648456058
MUM'S KITCHEN CLOCK,1.0,1.0,104.0,0.9433962264150944
EMBROIDERED RIBBON REEL EMILY ,5.0,1.0,526.0,0.9398496240601504
16 PIECE CUTLERY SET PANTRY DESIGN,2.0,2.0,210.0,0.9389671361502347
WRAP RED APPLES ,50.0,2.0,5275.0,0.938790837401427
12 COLOURED PARTY BALLOONS,20.0,1.0,2110.0,0.9385265133740028
CHILDRENS CUTLERY CIRCUS PARADE,9.0,3.0,963.0,0.9249743062692704
SET/10 PINK POLKADOT PARTY CANDLES,49.0,3.0,5257.0,0.9233088373845865
WOODEN ADVENT CALENDAR RED,5.0,3.0,536.0,0.9225092250922509
BLUE FLOCK GLASS CANDLEHOLDER,6.0,1.0,644.0,0.9216589861751152
BAG 125g SWIRLY MARBLES,86.0,5.0,9272.0,0.9189015920504328
CHERRY CROCHET FOOD COVER,2.0,2.0,215.0,0.9174311926605505
EASTER TIN KEEPSAKE,10.0,3.0,1081.0,0.9157509157509158
RED RETROSPOT ROUND CAKE TINS,9.0,7.0,975.0,0.9137055837563453
BIRDCAGE DECORATION TEALIGHT HOLDER,6.0,1.0,650.0,0.91324200913242
RETRO COFFEE MUGS ASSORTED,23.0,5.0,2508.0,0.9083728278041073
PAPER CHAIN KIT LONDON,4.0,2.0,438.0,0.9029345372460496
SMALL WHITE HEART OF WICKER,39.0,4.0,4283.0,0.9021512838306732
HOT WATER BOTTLE TEA AND SYMPATHY,34.0,4.0,3736.0,0.9016176080615221
POPPY'S PLAYHOUSE LIVINGROOM ,12.0,2.0,1319.0,0.9009009009009009
PACK OF 12 VINTAGE CHRISTMAS TISSUE,24.0,1.0,2642.0,0.8998875140607425
HAND OVER THE CHOCOLATE   SIGN ,74.0,3.0,8164.0,0.8981672533074402
WRAP DOLLY GIRL,25.0,1.0,2775.0,0.8925383791503035
LUNCH BAG WOODLAND,82.0,19.0,9115.0,0.8914981517721243
HOT WATER BOTTLE KEEP CALM,48.0,7.0,5338.0,0.8910339706701319
ZINC T-LIGHT HOLDER STARS SMALL,44.0,3.0,4894.0,0.8908685968819599
COFFEE MUG DOG + BALL DESIGN,13.0,5.0,1450.0,0.8879781420765027
SET OF 4 KNICK KNACK TINS LONDON ,16.0,8.0,1788.0,0.886426592797784
12 EGG HOUSE PAINTED WOOD,1.0,1.0,111.0,0.8849557522123894
SET OF 3 WOODEN TREE DECORATIONS,15.0,2.0,1680.0,0.8844339622641509
AIRLINE BAG VINTAGE JET SET RED,4.0,3.0,448.0,0.8830022075055187
SET 2 PANTRY DESIGN TEA TOWELS,24.0,4.0,2697.0,0.881704628949302
DECORATION  BUTTERFLY  MAGIC GARDEN,4.0,1.0,449.0,0.881057268722467
CHOCOLATE BOX RIBBONS ,14.0,2.0,1580.0,0.877742946708464
SPOTTY PINK DUCK DOORSTOP,2.0,1.0,225.0,0.8771929824561403
HAND WARMER BIRD DESIGN,53.0,6.0,6001.0,0.8753096614368291
FLORAL FOLK STATIONERY SET,12.0,1.0,1366.0,0.8701957940536621
WRAP CIRCUS PARADE,25.0,1.0,2852.0,0.8686587908269632
STOOL HOME SWEET HOME ,2.0,2.0,228.0,0.8658008658008658
RETRO PLASTIC 70'S TRAY,3.0,1.0,343.0,0.8645533141210375
DOORMAT WELCOME SUNRISE,3.0,2.0,344.0,0.8620689655172413
"SET 3 RETROSPOT TEA,COFFEE,SUGAR",16.0,10.0,1841.0,0.8611410118406888
BOTTLE BAG RETROSPOT ,9.0,2.0,1038.0,0.8587786259541985
TRADITIONAL KNITTING NANCY,51.0,4.0,5895.0,0.8575752480242138
BISCUIT TIN VINTAGE CHRISTMAS,16.0,5.0,1851.0,0.8565310492505354
3 HEARTS HANGING DECORATION RUSTIC,25.0,8.0,2895.0,0.8558712769599451
GREY HEART HOT WATER BOTTLE,27.0,4.0,3156.0,0.8479899497487438
SET/3 OCEAN SCENT CANDLE JEWEL BOX,3.0,1.0,350.0,0.847457627118644
COOK WITH WINE METAL SIGN ,87.0,11.0,10209.0,0.8449062833835098
TOY TIDY PINK POLKADOT,27.0,7.0,3169.0,0.8445417578980294
WATERING CAN PINK BUNNY,14.0,3.0,1648.0,0.841852074564041
60 TEATIME FAIRY CAKE CASES,150.0,7.0,17689.0,0.8408071748878924
ASSORTED TUTTI FRUTTI LARGE PURSE,1.0,1.0,117.0,0.8403361344537815
ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,19.0,3.0,2244.0,0.8392226148409895
RIBBON REEL POLKADOTS ,10.0,1.0,1182.0,0.8382229673093042
PACK OF 72 RETROSPOT CAKE CASES,284.0,12.0,33693.0,0.8358349520277827
VINTAGE CHRISTMAS GIFT BAG LARGE ,15.0,2.0,1781.0,0.8347245409015025
CHILDS GARDEN SPADE PINK,2.0,1.0,237.0,0.8333333333333334
PAPER CHAIN KIT EMPIRE,41.0,2.0,4893.0,0.8308004052684904
GINGHAM HEART  DOORSTOP RED,6.0,1.0,722.0,0.823045267489712
CHILLI LIGHTS,80.0,6.0,9650.0,0.8221148905559552
BLUE DRAWER KNOB ACRYLIC EDWARDIAN,13.0,2.0,1574.0,0.818639798488665
EASTER CRAFT 4 CHICKS ,15.0,2.0,1819.0,0.8174386920980926
RED RETROSPOT TAPE,12.0,1.0,1458.0,0.8157715839564922
TREASURE ISLAND BOOK BOX,20.0,5.0,2431.0,0.8156606851549755
PAPERWEIGHT VINTAGE COLLAGE,4.0,2.0,487.0,0.8130081300813009
NO SINGING METAL SIGN,38.0,4.0,4636.0,0.8128342245989305
SET/4 SKULL BADGES,6.0,1.0,734.0,0.8097165991902834
PINK  POLKADOT CUP,21.0,2.0,2574.0,0.8089368258859784
FOOD COVER WITH BEADS SET 2 ,8.0,2.0,980.0,0.8088978766430739
VINTAGE LEAF MAGNETIC NOTEPAD,13.0,3.0,1596.0,0.8074534161490683
SINGLE ANTIQUE ROSE HOOK IVORY,15.0,6.0,1845.0,0.8060182697474476
ALARM CLOCK BAKELIKE PINK,41.0,16.0,5074.0,0.8014073494917905
STRAWBERRY RAFFIA FOOD COVER,4.0,3.0,495.0,0.8
HEART OF WICKER SMALL,135.0,11.0,16775.0,0.7982969664715274
EMBOSSED GLASS TEALIGHT HOLDER,19.0,6.0,2381.0,0.7913369429404414
POLKA DOT RAFFIA FOOD COVER,2.0,2.0,250.0,0.7905138339920948
RED DRAWER KNOB ACRYLIC EDWARDIAN,16.0,3.0,2007.0,0.7905138339920948
FOLKART STAR CHRISTMAS DECORATIONS,24.0,1.0,3017.0,0.7889546351084813
CERAMIC STRAWBERRY CAKE MONEY BANK,31.0,9.0,3927.0,0.7830260166708766
DOORMAT NEIGHBOURHOOD WITCH ,2.0,2.0,253.0,0.78125
GLASS APOTHECARY BOTTLE PERFUME,8.0,5.0,1017.0,0.7797270955165692
LARGE BONNE JAM JAR  T-LIGHT HOLDER,2.0,1.0,254.0,0.7782101167315175
ANTIQUE TALL SWIRLGLASS TRINKET POT,6.0,5.0,765.0,0.7772020725388601
RIBBON REEL STRIPES DESIGN ,20.0,2.0,2558.0,0.7754943776657619
SKULL SHOULDER BAG,10.0,1.0,1288.0,0.7698229407236336
DOLLY GIRL CHILDRENS BOWL,12.0,4.0,1553.0,0.7662835249042145
GIN AND TONIC MUG,22.0,7.0,2852.0,0.7652173913043478
LOVEBIRD HANGING DECORATION WHITE ,26.0,3.0,3372.0,0.7649308620182407
CHILDRENS CUTLERY POLKADOT GREEN ,13.0,3.0,1688.0,0.763807285546416
SPACEBOY GIFT WRAP,50.0,2.0,6502.0,0.7630093087135663
FELT EGG COSY WHITE RABBIT ,4.0,1.0,520.0,0.7619047619047619
6 RIBBONS ELEGANT CHRISTMAS ,12.0,1.0,1565.0,0.7604562737642585
SET/4 SPRING FLOWER DECORATION,8.0,1.0,1045.0,0.7590132827324478
BANQUET BIRTHDAY  CARD  ,12.0,1.0,1572.0,0.7570977917981072
SET/6 FRUIT SALAD PAPER CUPS,12.0,1.0,1576.0,0.7551919446192574
CHRISTMAS STAR WISH LIST CHALKBOARD,25.0,6.0,3290.0,0.7539203860072377
JINGLE BELL HEART DECORATION,28.0,3.0,3687.0,0.7534983853606028
LE JARDIN BOTANIQUE CUSHION COVER,4.0,1.0,527.0,0.7518796992481203
WRAP VINTAGE PETALS  DESIGN,25.0,1.0,3300.0,0.751653638003608
HANGING  BUTTERFLY T-LIGHT HOLDER,10.0,3.0,1322.0,0.7501875468867216
SET OF 60 PANTRY DESIGN CAKE CASES ,88.0,5.0,11675.0,0.7480448826929615
STAR WREATH DECORATION WITH BELL,12.0,1.0,1595.0,0.7462686567164178
MINI PAINT SET VINTAGE ,196.0,10.0,26076.0,0.7460130171659118
ICE CREAM BUBBLES,20.0,1.0,2667.0,0.744047619047619
REGENCY CAKE FORK,12.0,1.0,1608.0,0.7402837754472548
PACK OF 6 BIRDY GIFT TAGS,45.0,3.0,6062.0,0.7367387033398821
WHITE TRAVEL ALARM CLOCK,1.0,1.0,134.0,0.7352941176470588
CARRIAGE,1.0,1.0,134.0,0.7352941176470588
LAVENDER SCENTED FABRIC HEART,10.0,1.0,1352.0,0.7336757153338225
SET/10 RED POLKADOT PARTY CANDLES,48.0,2.0,6502.0,0.7327125629674859
SET OF 2 CERAMIC CHRISTMAS REINDEER,12.0,1.0,1627.0,0.7317073170731708
CHRISTMAS MUSICAL ZINC TREE,6.0,1.0,815.0,0.7299270072992701
EMPIRE GIFT WRAP,25.0,1.0,3400.0,0.7297139521307647
RED HANGING HEART T-LIGHT HOLDER,57.0,13.0,7759.0,0.7291799923244211
RIDGED BONNE JAM JAR T-LIGHT HOLDER,2.0,1.0,272.0,0.7272727272727273
VINTAGE  2 METER FOLDING RULER,13.0,2.0,1776.0,0.7262569832402235
HERB MARKER CHIVES ,12.0,1.0,1648.0,0.7224563515954244
PLEASE ONE PERSON METAL SIGN,87.0,10.0,11963.0,0.7219317898929549
POPPY'S PLAYHOUSE BEDROOM ,13.0,3.0,1788.0,0.7214206437291898
ICE CREAM PEN LIP GLOSS ,48.0,2.0,6607.0,0.7211538461538461
HOLIDAY FUN LUDO,8.0,2.0,1102.0,0.7200720072007201
PACK OF 12 PINK PAISLEY TISSUES ,24.0,1.0,3309.0,0.7198560287942412
FRENCH ENAMEL POT W LID,4.0,3.0,551.0,0.7194244604316548
HERB MARKER MINT,12.0,1.0,1669.0,0.713436385255648
CHOCOLATE THIS WAY METAL SIGN,26.0,3.0,3635.0,0.70999453850355
FOLDING UMBRELLA CREAM POLKADOT,1.0,1.0,139.0,0.7092198581560284
IVORY SWEETHEART SOAP DISH,1.0,1.0,139.0,0.7092198581560284
HEART OF WICKER LARGE,68.0,16.0,9591.0,0.7039337474120083
VINTAGE BILLBOARD DRINK ME MUG,6.0,1.0,849.0,0.7009345794392523
BLUE POLKADOT PLATE ,15.0,3.0,2131.0,0.6986492780624126
GLASS BON BON JAR,15.0,7.0,2136.0,0.6970260223048327
GEORGIAN TRINKET BOX,1.0,1.0,142.0,0.6944444444444444
MRS ROBOT SOFT TOY,1.0,1.0,143.0,0.6896551724137931
GLASS APOTHECARY BOTTLE TONIC,6.0,3.0,866.0,0.6872852233676976
MAKE YOUR OWN FLOWERPOWER CARD KIT,6.0,1.0,867.0,0.6864988558352403
RECYCLED ACAPULCO MAT RED,3.0,2.0,435.0,0.683371298405467
HOME SWEET HOME KEY HOLDER,3.0,2.0,435.0,0.683371298405467
POPPY'S PLAYHOUSE KITCHEN,13.0,3.0,1895.0,0.6809848088004191
SET OF 4 DIAMOND NAPKIN RINGS,1.0,1.0,145.0,0.6802721088435374
PORCELAIN T-LIGHT HOLDERS ASSORTED,5.0,2.0,730.0,0.6793478260869565
MAGIC DRAWING SLATE DOLLY GIRL ,24.0,1.0,3514.0,0.6781576716586606
SET OF 36 DINOSAUR PAPER DOILIES,2.0,2.0,292.0,0.6779661016949152
TV DINNER TRAY DOLLY GIRL,2.0,2.0,293.0,0.6756756756756757
QUEENS GUARD COFFEE MUG,16.0,5.0,2365.0,0.6717044500419815
RUSTIC MIRROR WITH LACE HEART,3.0,3.0,443.0,0.6711409395973155
GLASS CHALICE GREEN  SMALL ,1.0,1.0,147.0,0.6711409395973155
BOX OF 6 ASSORTED COLOUR TEASPOONS,2.0,2.0,295.0,0.6711409395973155
20 DOLLY PEGS RETROSPOT,16.0,3.0,2368.0,0.670859538784067
RING OF ROSES BIRTHDAY CARD,12.0,1.0,1776.0,0.6707657909446618
HERB MARKER PARSLEY,12.0,1.0,1776.0,0.6707657909446618
ANTIQUE GLASS HEART DECORATION ,2.0,2.0,296.0,0.6688963210702341
NO JUNK MAIL METAL SIGN,12.0,1.0,1785.0,0.6674082313681869
PACK OF 20 SPACEBOY NAPKINS,10.0,1.0,1488.0,0.66711140760507
COCKTAIL SWORDS 50 PIECES,6.0,2.0,900.0,0.6615214994487321
PACK OF 12 DOLLY GIRL TISSUES,8.0,1.0,1203.0,0.6600660066006601
OFFICE MUG WARMER BLACK+SILVER ,7.0,2.0,1054.0,0.6591337099811676
BOYS VINTAGE TIN SEASIDE BUCKET,8.0,1.0,1206.0,0.6584362139917695
HERB MARKER THYME,12.0,1.0,1819.0,0.6550218340611353
BLACK CHAMPAGNE GLASS,10.0,3.0,1517.0,0.6544502617801047
MOTORING TISSUE BOX,12.0,1.0,1828.0,0.6518196632265073
PACK OF 20 NAPKINS PANTRY DESIGN,40.0,5.0,6102.0,0.6511476477291226
RED SPOT PAPER GIFT BAG,16.0,3.0,2444.0,0.650142218610321
HERB MARKER ROSEMARY,12.0,1.0,1858.0,0.6413682522715126
DOLLY GIRL CHILDRENS CUP,10.0,3.0,1549.0,0.641025641025641
DRAWER KNOB CRACKLE GLAZE BLUE,7.0,3.0,1085.0,0.6404391582799633
MILK PAN RED RETROSPOT,2.0,2.0,310.0,0.6389776357827476
CRAZY DAISY HEART DECORATION,1.0,1.0,155.0,0.6369426751592357
BABUSHKA LIGHTS STRING OF 10,3.0,2.0,467.0,0.6369426751592357
CARAVAN SQUARE TISSUE BOX,9.0,1.0,1405.0,0.6360424028268552
PENS ASSORTED SPACEBALL,36.0,1.0,5636.0,0.6345848757271285
VINTAGE SNAP CARDS,85.0,3.0,13336.0,0.6332886306064669
PACK OF 6 SKULL PAPER CUPS,13.0,2.0,2050.0,0.6298449612403101
DRAWER KNOB CERAMIC BLACK,6.0,1.0,947.0,0.628930817610063
12 PENCILS TALL TUBE POSY,24.0,1.0,3809.0,0.6259780907668232
RIBBON REEL CHRISTMAS SOCK BAUBLE,10.0,1.0,1588.0,0.6253908692933083
WRAP ALPHABET DESIGN,50.0,2.0,7950.0,0.6249218847644045
VINTAGE DONKEY TAIL GAME ,11.0,5.0,1750.0,0.6242905788876276
SWALLOW SQUARE TISSUE BOX,10.0,1.0,1591.0,0.6242197253433208
MINIATURE ANTIQUE ROSE HOOK IVORY,13.0,7.0,2070.0,0.6238003838771593
HEART FILIGREE DOVE  SMALL,34.0,3.0,5439.0,0.6211180124223602
SET OF 36 MUSHROOM PAPER DOILIES,1.0,1.0,159.0,0.6211180124223602
DOUGHNUT LIP GLOSS ,60.0,3.0,9662.0,0.617093489663684
DECORATION WHITE CHICK MAGIC GARDEN,4.0,1.0,645.0,0.6153846153846154
2 PICTURE BOOK EGGS EASTER CHICKS,1.0,1.0,161.0,0.6134969325153374
WHITE SOAP RACK WITH 2 BOTTLES,1.0,1.0,161.0,0.6134969325153374
SUMMER FUN DESIGN SHOWER CAP,2.0,1.0,325.0,0.6097560975609756
